"cod_proposta","cod_cliente","cod_colaborador","data_entrada_proposta","taxa_juros_mensal","valor_proposta","valor_financiamento","valor_entrada","valor_prestacao","quantidade_parcelas","carencia","status_proposta"
"1532","365","5","2016-04-04 00:58:07+00:00","0.0214","32044.13","41368.0","9323.87","775.16","102","3","Validação documentos"
"266","210","6","2013-11-28 00:40:16+00:00","0.0186","136246.32","206297.72","70051.4","2894.95","113","1","Validação documentos"
"573","981","6","2012-12-16 03:56:08+00:00","0.0165","81430.04","138766.31","57336.27","3017.94","36","6","Validação documentos"
"672","897","6","2017-07-01 10:56:35+00:00","0.0182","170663.12","228697.87","58034.75","5046.05","53","0","Validação documentos"
"1455","925","6","2016-07-19 15:27:45+00:00","0.012","33474.67","55191.55","21716.88","1176.93","35","0","Validação documentos"
"1798","365","6","2021-04-12 12:37:29+00:00","0.0157","92967.51","136645.37","43677.86","1746.21","116","4","Validação documentos"
"665","369","7","2010-04-30 07:25:55+00:00","0.0134","5084.61","6586.85","1502.24","95.45","94","1","Validação documentos"
"1510","781","7","2018-08-02 23:09:45+00:00","0.0227","106652.51","166759.2","60106.69","2865.78","83","4","Validação documentos"
"52","480","8","2018-05-20 06:05:44+00:00","0.02","5844.07","8138.55","2294.48","229.28","36","3","Validação documentos"
"1208","477","8","2019-05-19 13:13:33+00:00","0.018","161277.45","243435.5","82158.05","4070.67","70","3","Validação documentos"
"1146","37","9","2018-07-20 04:46:38+00:00","0.0149","122743.55","240955.66","118212.11","2202.18","120","1","Validação documentos"
"1554","274","9","2016-10-15 19:55:58+00:00","0.0179","34783.91","69257.62","34473.71","925.19","63","1","Validação documentos"
"68","502","10","2019-10-19 20:19:47+00:00","0.0177","105883.71","210240.41","104356.7","2513.88","78","6","Validação documentos"
"191","615","10","2011-10-13 03:30:37+00:00","0.0116","120976.03","241332.01","120355.98","2329.01","80","1","Validação documentos"
"555","513","10","2014-02-16 18:04:59+00:00","0.012","125318.0","167952.25","42634.25","3747.73","43","6","Validação documentos"
"1722","576","10","2018-05-01 11:41:20+00:00","0.0202","148512.46","190244.09","41731.63","26531.21","6","0","Validação documentos"
"65","715","11","2020-03-30 18:10:19+00:00","0.0097","135344.86","178804.33","43459.47","2400.67","82","4","Validação documentos"
"85","236","11","2012-11-18 18:25:42+00:00","0.0113","52410.16","68065.87","15655.71","842.61","108","4","Validação documentos"
"484","491","11","2019-06-14 21:30:45+00:00","0.0124","172495.49","211795.09","39299.6","87855.25","2","1","Validação documentos"
"820","732","11","2019-08-19 17:58:22+00:00","0.0162","83530.76","117470.17","33939.41","2145.29","62","3","Validação documentos"
"1050","891","11","2012-03-10 14:09:44+00:00","0.0195","16830.04","20661.1","3831.06","376.84","106","1","Validação documentos"
"278","608","12","2011-05-04 00:30:59+00:00","0.0156","106979.13","145268.66","38289.53","2187.32","93","2","Validação documentos"
"606","154","12","2022-11-22 08:50:17+00:00","0.0125","158370.26","210306.08","51935.82","5886.28","33","3","Validação documentos"
"1016","774","12","2019-07-19 12:59:16+00:00","0.0193","133730.12","172878.73","39148.61","9302.42","17","2","Validação documentos"
"1396","915","12","2020-03-31 22:56:27+00:00","0.0248","67743.15","131033.88","63290.73","2071.64","68","1","Validação documentos"
"1770","569","12","2016-11-15 17:40:13+00:00","0.0134","172309.41","242717.94","70408.53","3499.52","81","0","Validação documentos"
"1835","485","12","2018-05-10 23:20:30+00:00","0.0229","106645.85","136905.74","30259.89","3108.93","68","3","Validação documentos"
"1841","998","12","2010-03-30 16:26:09+00:00","0.0194","106295.21","170079.07","63783.86","4130.19","36","5","Validação documentos"
"431","17","13","2017-11-04 03:01:18+00:00","0.0221","8635.64","11554.57","2918.93","971.97","10","0","Validação documentos"
"641","966","13","2014-07-09 06:40:31+00:00","0.0184","67612.24","101067.55","33455.31","1702.05","72","1","Validação documentos"
"1874","292","13","2011-01-23 03:45:45+00:00","0.0161","75206.68","128730.7","53524.02","2173.19","51","0","Validação documentos"
"512","44","14","2010-03-01 20:36:47+00:00","0.0123","97456.84","160125.1","62668.26","2513.73","53","3","Validação documentos"
"1833","236","14","2015-01-07 04:25:51+00:00","0.0203","57867.37","106215.81","48348.44","1369.7","97","2","Validação documentos"
"1095","908","15","2021-09-16 20:13:33+00:00","0.015","19128.15","37501.87","18373.72","462.73","65","5","Validação documentos"
"1531","27","15","2017-12-11 19:24:01+00:00","0.0113","9530.23","15679.65","6149.42","212.27","63","3","Validação documentos"
"1671","247","15","2010-04-02 21:25:41+00:00","0.0193","10533.78","18464.59","7930.81","240.2","98","4","Validação documentos"
"464","694","16","2013-12-22 13:25:49+00:00","0.0196","170732.31","206277.81","35545.5","4104.74","87","2","Validação documentos"
"1044","715","16","2022-01-19 00:20:20+00:00","0.0125","23515.68","39177.73","15662.05","541.54","63","3","Validação documentos"
"294","502","17","2018-01-20 10:06:38+00:00","0.0128","49060.33","65304.87","16244.54","1395.59","47","2","Validação documentos"
"684","231","17","2021-10-27 15:10:18+00:00","0.02","98442.57","177370.84","78928.27","2314.69","96","6","Validação documentos"
"251","588","18","2020-06-14 07:39:19+00:00","0.0123","58117.57","92667.1","34549.53","1071.39","90","3","Validação documentos"
"812","90","18","2011-09-25 14:22:59+00:00","0.025","122410.31","222996.37","100586.06","3905.04","62","4","Validação documentos"
"971","747","18","2014-01-25 20:15:59+00:00","0.0235","28339.93","34819.45","6479.52","746.24","96","0","Validação documentos"
"988","69","18","2012-01-09 20:32:03+00:00","0.0167","40953.15","70399.33","29446.18","2533.24","19","0","Validação documentos"
"1000","979","18","2019-07-20 10:13:31+00:00","0.0236","102423.66","131375.93","28952.27","9240.94","13","4","Validação documentos"
"1042","275","18","2015-04-28 08:26:36+00:00","0.0118","29483.43","38574.48","9091.05","1206.45","29","2","Validação documentos"
"1624","843","18","2018-04-30 23:17:27+00:00","0.0197","136705.5","170708.6","34003.1","10615.31","15","6","Validação documentos"
"1849","733","18","2018-07-21 02:27:59+00:00","0.0125","106117.91","191298.79","85180.88","1765.68","112","2","Validação documentos"
"70","49","19","2011-12-23 02:03:18+00:00","0.01","129370.04","190944.62","61574.58","3406.81","48","6","Validação documentos"
"411","611","19","2010-01-25 01:48:52+00:00","0.0153","16101.86","27237.48","11135.62","902.32","21","2","Validação documentos"
"1593","317","19","2017-12-28 19:30:31+00:00","0.0135","131054.29","225354.74","94300.45","2276.16","112","1","Validação documentos"
"1652","506","19","2019-08-24 17:07:55+00:00","0.0154","141379.94","247982.84","106602.9","3489.35","64","1","Validação documentos"
"1862","664","19","2018-11-20 06:51:47+00:00","0.0145","152883.65","192177.16","39293.51","4803.19","43","4","Validação documentos"
"1890","442","19","2017-12-19 09:44:00+00:00","0.0194","139973.05","195488.33","55515.28","3132.0","105","2","Validação documentos"
"1311","243","20","2022-04-03 08:59:36+00:00","0.0098","140577.88","201068.12","60490.24","4764.1","35","0","Validação documentos"
"1415","82","20","2018-10-23 09:29:32+00:00","0.024","68426.28","104815.19","36388.91","1840.24","94","6","Validação documentos"
"770","944","21","2015-09-14 16:29:25+00:00","0.0218","41278.79","67154.45","25875.66","1636.91","37","5","Validação documentos"
"868","5","21","2010-10-30 04:10:42+00:00","0.009","95588.57","173050.34","77461.77","1403.07","106","3","Validação documentos"
"1012","981","21","2012-09-08 12:56:22+00:00","0.0193","105583.7","205614.7","100031.0","3070.52","57","2","Validação documentos"
"1601","107","21","2018-01-21 17:23:59+00:00","0.0237","38977.17","53357.45","14380.28","4066.9","11","0","Validação documentos"
"175","135","22","2013-10-05 14:39:58+00:00","0.0219","26496.31","49172.28","22675.97","1347.44","26","5","Validação documentos"
"178","694","22","2017-08-19 03:46:19+00:00","0.0216","67887.72","90968.57","23080.85","1926.6","67","2","Validação documentos"
"568","817","22","2010-02-27 21:33:41+00:00","0.0083","1547.45","2178.3","630.85","97.98","17","2","Validação documentos"
"705","103","22","2017-11-16 08:28:19+00:00","0.0228","36080.0","60873.64","24793.64","892.49","113","3","Validação documentos"
"775","449","22","2012-06-17 09:24:23+00:00","0.0137","9688.83","14446.37","4757.54","217.98","69","5","Validação documentos"
"1803","677","22","2011-11-16 10:23:55+00:00","0.0112","155099.95","228671.54","73571.59","2726.75","91","6","Validação documentos"
"49","916","23","2013-08-30 05:08:32+00:00","0.0218","16166.08","20300.8","4134.72","394.28","104","1","Validação documentos"
"168","376","23","2011-12-22 20:22:34+00:00","0.0131","190416.9","226478.76","36061.86","13269.33","16","3","Validação documentos"
"1996","152","23","2021-09-19 16:22:25+00:00","0.0248","27454.48","35170.43","7715.95","725.3","114","4","Validação documentos"
"12","527","24","2011-04-04 05:16:06+00:00","0.0176","5129.28","6535.72","1406.44","444.86","13","5","Validação documentos"
"118","111","24","2019-07-21 10:46:13+00:00","0.0206","110206.59","174949.5","64742.91","3026.73","68","3","Validação documentos"
"447","634","24","2017-07-08 03:33:02+00:00","0.0208","26959.72","34200.08","7240.36","660.09","92","2","Validação documentos"
"1123","764","24","2020-07-08 01:44:02+00:00","0.0208","135426.18","188292.24","52866.06","3108.16","115","1","Validação documentos"
"1182","376","24","2022-06-10 03:54:48+00:00","0.0126","113718.3","176885.4","63167.1","7473.19","17","4","Validação documentos"
"1556","58","24","2022-02-24 13:47:33+00:00","0.0126","158065.16","193160.85","35095.69","2580.51","118","3","Validação documentos"
"1872","260","24","2019-04-18 05:07:04+00:00","0.0094","168158.09","234448.17","66290.08","2757.72","91","2","Validação documentos"
"28","90","25","2012-06-04 10:18:14+00:00","0.0098","44786.93","60061.01","15274.08","1682.3","31","6","Validação documentos"
"121","87","25","2017-12-11 04:01:00+00:00","0.0174","29024.33","53930.86","24906.53","979.79","42","2","Validação documentos"
"941","429","25","2011-01-22 21:35:33+00:00","0.0107","30435.38","52108.68","21673.3","30761.04","1","0","Validação documentos"
"1293","330","25","2015-04-24 06:07:03+00:00","0.0165","104671.53","208308.58","103637.05","2097.11","106","5","Validação documentos"
"1517","700","25","2022-07-19 15:54:15+00:00","0.0144","134358.3","164296.25","29937.95","2441.29","110","6","Validação documentos"
"1971","462","25","2019-04-29 03:16:45+00:00","0.0201","48587.75","82752.85","34165.1","2227.24","29","5","Validação documentos"
"81","279","26","2010-09-02 16:34:41+00:00","0.0137","65800.08","111918.44","46118.36","1535.55","65","3","Validação documentos"
"575","778","26","2012-09-05 01:27:21+00:00","0.0113","131018.79","196110.87","65092.08","2406.43","85","5","Validação documentos"
"1138","425","26","2013-02-20 06:54:00+00:00","0.0154","175996.63","214598.6","38601.97","8265.78","26","2","Validação documentos"
"1470","660","26","2017-07-05 19:19:38+00:00","0.0178","41604.71","83041.15","41436.44","848.21","117","3","Validação documentos"
"1578","527","26","2022-06-21 18:40:39+00:00","0.0093","173305.89","224957.59","51651.7","12431.88","15","3","Validação documentos"
"1878","521","26","2011-02-12 01:51:54+00:00","0.0107","83570.5","141770.03","58199.53","5710.84","16","2","Validação documentos"
"1968","556","26","2011-07-19 18:54:19+00:00","0.013","36263.89","45593.8","9329.91","702.89","86","0","Validação documentos"
"38","427","27","2015-05-25 01:27:11+00:00","0.0103","35424.0","56750.68","21326.68","559.64","103","3","Validação documentos"
"712","138","27","2010-08-26 06:06:59+00:00","0.0222","147228.59","193295.68","46067.09","4271.2","66","0","Validação documentos"
"1774","347","27","2016-11-08 21:51:46+00:00","0.0197","158689.09","234716.44","76027.35","3489.19","116","2","Validação documentos"
"1848","444","27","2011-04-30 05:43:17+00:00","0.0224","40573.22","61140.97","20567.75","978.97","119","1","Validação documentos"
"1883","476","27","2014-09-12 12:29:34+00:00","0.0246","29530.2","35056.88","5526.68","2871.85","12","4","Validação documentos"
"10","413","28","2020-03-29 02:08:32+00:00","0.0147","149661.37","192346.8","42685.43","2993.29","91","6","Validação documentos"
"262","122","28","2011-04-14 03:27:11+00:00","0.0171","81836.82","104094.88","22258.06","1701.16","102","5","Validação documentos"
"297","746","28","2011-09-30 09:54:13+00:00","0.0209","105405.19","166354.02","60948.83","2780.2","76","0","Validação documentos"
"354","662","28","2020-09-01 21:50:56+00:00","0.0151","122141.83","242789.63","120647.8","2752.23","74","4","Validação documentos"
"916","457","28","2021-02-11 10:11:51+00:00","0.0095","155359.45","221739.32","66379.87","4999.72","37","2","Validação documentos"
"1169","115","28","2018-08-30 07:16:52+00:00","0.0165","132221.19","227756.23","95535.04","2953.5","82","2","Validação documentos"
"1840","769","28","2022-11-09 21:15:07+00:00","0.0207","133660.5","197742.96","64082.46","4724.38","43","3","Validação documentos"
"534","215","29","2014-12-24 23:44:31+00:00","0.0219","1493.21","1923.68","430.47","142.85","12","2","Validação documentos"
"583","600","29","2015-05-30 13:10:27+00:00","0.015","91583.79","119903.6","28319.81","2157.74","68","4","Validação documentos"
"957","604","29","2013-07-29 00:26:58+00:00","0.0189","23178.34","36317.8","13139.46","535.53","91","4","Validação documentos"
"1336","185","29","2013-01-08 19:54:38+00:00","0.0154","26426.44","41567.94","15141.5","1281.59","25","6","Validação documentos"
"1349","579","29","2016-11-03 15:38:21+00:00","0.0171","48549.13","87596.5","39047.37","4196.72","13","4","Validação documentos"
"1516","933","29","2020-09-12 18:09:07+00:00","0.0096","89242.32","159243.81","70001.49","2643.33","41","3","Validação documentos"
"1907","52","29","2019-07-22 16:57:19+00:00","0.0147","93841.61","164887.85","71046.24","6278.79","17","5","Validação documentos"
"1974","897","29","2016-06-21 01:12:41+00:00","0.0232","13329.86","16882.67","3552.81","780.48","22","6","Validação documentos"
"346","163","30","2020-02-17 17:57:46+00:00","0.0213","112916.1","143911.36","30995.26","2862.65","87","1","Validação documentos"
"623","584","30","2011-11-20 13:17:07+00:00","0.0174","31351.03","45070.3","13719.27","1557.22","25","5","Validação documentos"
"1162","812","30","2011-11-30 14:01:58+00:00","0.0102","162134.06","214281.02","52146.96","2800.17","88","5","Validação documentos"
"1599","794","30","2011-09-15 01:49:26+00:00","0.0228","112893.18","160768.12","47874.94","8971.07","15","1","Validação documentos"
"1605","360","30","2022-06-02 05:55:25+00:00","0.0108","69184.68","106081.03","36896.35","1077.86","110","2","Validação documentos"
"951","839","31","2016-08-25 10:58:09+00:00","0.0184","85930.34","112946.38","27016.04","1944.45","92","3","Validação documentos"
"1963","392","31","2019-09-14 13:24:18+00:00","0.0242","66105.03","96572.1","30467.07","1737.51","106","3","Validação documentos"
"1984","588","31","2013-05-27 22:33:23+00:00","0.0249","101739.98","193983.64","92243.66","5089.53","28","0","Validação documentos"
"40","182","32","2013-03-06 07:07:34+00:00","0.0176","79874.02","99049.63","19175.61","4109.09","24","1","Validação documentos"
"403","581","32","2010-12-02 04:07:07+00:00","0.0092","10920.92","15667.98","4747.06","261.29","53","3","Validação documentos"
"490","548","32","2013-04-02 05:55:14+00:00","0.0154","53880.42","97323.94","43443.52","1513.38","52","5","Validação documentos"
"743","511","32","2015-10-17 18:24:42+00:00","0.0116","147211.86","200167.25","52955.39","7938.93","21","1","Validação documentos"
"964","949","32","2018-05-01 22:41:10+00:00","0.0209","16570.47","27458.76","10888.29","458.7","68","5","Validação documentos"
"968","103","32","2013-06-21 08:12:05+00:00","0.013","93779.88","115429.08","21649.2","1706.72","97","0","Validação documentos"
"1583","160","32","2021-01-27 03:14:46+00:00","0.0087","57813.79","106288.07","48474.28","6706.42","9","0","Validação documentos"
"889","246","33","2016-04-02 08:31:07+00:00","0.0177","103783.51","175148.39","71364.88","3364.76","45","5","Validação documentos"
"1689","816","33","2014-11-06 06:59:00+00:00","0.0122","101627.79","124087.64","22459.85","3759.54","33","5","Validação documentos"
"371","294","34","2016-01-18 09:17:32+00:00","0.0225","18580.96","24331.13","5750.17","901.65","28","0","Validação documentos"
"1180","750","34","2010-10-21 02:12:09+00:00","0.0193","102268.52","158960.17","56691.65","3098.91","53","0","Validação documentos"
"1288","471","34","2021-03-25 18:41:06+00:00","0.0137","71697.99","118154.95","46456.96","1673.19","65","0","Validação documentos"
"1787","391","34","2010-12-16 14:19:59+00:00","0.0169","54972.16","83383.05","28410.89","1479.43","59","6","Validação documentos"
"143","519","35","2015-05-10 13:26:19+00:00","0.0124","69325.85","101029.22","31703.37","2511.36","34","4","Validação documentos"
"574","396","35","2011-01-29 06:02:10+00:00","0.0115","72222.75","87211.1","14988.35","1536.76","68","1","Validação documentos"
"1692","18","35","2013-06-15 08:53:20+00:00","0.0174","58403.13","83810.27","25407.14","1495.07","66","4","Validação documentos"
"71","804","36","2010-05-15 10:40:14+00:00","0.0228","66329.2","98562.45","32233.25","14186.86","5","4","Validação documentos"
"473","462","36","2013-07-07 04:08:36+00:00","0.014","66532.94","128266.34","61733.4","4207.22","18","6","Validação documentos"
"987","815","36","2022-12-16 15:39:28+00:00","0.011","118495.69","203830.96","85335.27","2137.87","86","1","Validação documentos"
"1079","569","36","2017-08-30 14:01:22+00:00","0.0097","41168.58","52200.81","11032.23","660.99","96","3","Validação documentos"
"1684","868","36","2020-12-21 01:38:42+00:00","0.016","124537.07","172060.29","47523.22","4886.84","33","4","Validação documentos"
"1892","112","36","2017-10-02 04:39:32+00:00","0.0192","42179.44","54439.24","12259.8","923.89","110","0","Validação documentos"
"131","694","37","2021-01-17 09:28:43+00:00","0.0222","101045.7","183975.03","82929.33","7572.35","16","4","Validação documentos"
"172","381","37","2020-08-30 10:32:52+00:00","0.0186","90424.09","135771.1","45347.01","1897.54","118","1","Validação documentos"
"468","961","37","2015-07-31 09:42:43+00:00","0.025","111860.21","209814.23","97954.02","3382.42","71","4","Validação documentos"
"494","745","37","2015-11-03 08:31:45+00:00","0.0099","77031.17","124517.06","47485.89","1246.9","96","1","Validação documentos"
"761","434","37","2011-04-19 07:07:17+00:00","0.0221","66852.92","104830.16","37977.24","2198.5","51","3","Validação documentos"
"1832","948","37","2015-05-21 02:12:40+00:00","0.0203","41083.99","60138.63","19054.64","2881.85","17","6","Validação documentos"
"1867","650","37","2022-09-29 12:09:04+00:00","0.0223","44931.24","62882.53","17951.29","1103.94","108","0","Validação documentos"
"1925","995","37","2022-03-11 06:51:56+00:00","0.0235","44324.38","75272.77","30948.39","2516.67","23","5","Validação documentos"
"1966","679","37","2011-02-24 17:27:13+00:00","0.0215","149294.23","178817.54","29523.31","4489.64","59","4","Validação documentos"
"222","173","38","2019-02-09 23:03:58+00:00","0.0233","137141.03","166060.29","28919.26","6900.48","27","2","Validação documentos"
"480","560","38","2011-11-03 04:11:56+00:00","0.0083","70831.89","107264.52","36432.63","1204.6","81","3","Validação documentos"
"710","845","38","2012-07-14 02:25:07+00:00","0.0099","149926.14","217880.51","67954.37","2328.32","103","1","Validação documentos"
"890","685","38","2021-07-09 20:15:50+00:00","0.0159","12091.01","16030.62","3939.61","236.71","106","2","Validação documentos"
"929","922","38","2021-08-09 07:49:06+00:00","0.0229","128793.36","165356.94","36563.58","3190.87","114","6","Validação documentos"
"1023","195","38","2014-09-07 16:31:55+00:00","0.022","92616.13","127684.77","35068.64","5355.72","22","5","Validação documentos"
"18","909","39","2018-11-14 13:53:23+00:00","0.0209","50519.77","68706.61","18186.84","1461.12","62","3","Validação documentos"
"395","724","39","2010-07-26 18:57:38+00:00","0.015","30797.01","47054.31","16257.3","4667.48","7","3","Validação documentos"
"1954","391","39","2019-10-07 06:05:23+00:00","0.0198","111634.4","178116.7","66482.3","4135.34","39","0","Validação documentos"
"1216","239","40","2019-08-14 14:15:14+00:00","0.0187","77700.32","137032.72","59332.4","2028.46","68","2","Validação documentos"
"1438","261","40","2017-02-27 22:52:51+00:00","0.0201","72067.26","138914.27","66847.01","1688.75","98","2","Validação documentos"
"1595","248","40","2022-08-19 22:29:01+00:00","0.022","4063.96","5436.18","1372.22","275.86","18","0","Validação documentos"
"1808","745","40","2016-05-24 01:31:09+00:00","0.0214","23485.88","46646.94","23161.06","580.22","95","5","Validação documentos"
"407","793","41","2018-05-05 00:13:50+00:00","0.011","83168.98","148156.91","64987.93","1634.3","75","3","Validação documentos"
"459","746","41","2013-11-27 10:52:15+00:00","0.015","5419.38","7083.25","1663.87","122.66","73","2","Validação documentos"
"1738","219","41","2021-05-22 08:30:28+00:00","0.0177","148260.38","235254.36","86993.98","3923.15","63","3","Validação documentos"
"74","521","42","2011-01-15 13:38:20+00:00","0.0149","183802.99","225791.78","41988.79","3646.73","94","6","Validação documentos"
"136","658","42","2011-12-21 10:16:28+00:00","0.0246","29567.91","52244.44","22676.53","1247.44","36","3","Validação documentos"
"315","183","42","2015-06-16 13:55:34+00:00","0.0153","137071.42","165345.14","28273.72","3748.04","54","5","Validação documentos"
"648","794","42","2020-11-30 10:49:07+00:00","0.0095","115351.0","211447.42","96096.42","2157.45","75","1","Validação documentos"
"1084","126","42","2022-08-08 23:34:41+00:00","0.0221","133629.73","165005.29","31375.56","3645.45","76","1","Validação documentos"
"1351","71","42","2021-02-12 09:06:07+00:00","0.0154","80735.34","154852.7","74117.36","2071.29","60","5","Validação documentos"
"1511","929","42","2016-04-05 18:49:28+00:00","0.0145","149434.98","233106.08","83671.1","3357.79","72","6","Validação documentos"
"592","379","43","2016-02-29 18:31:24+00:00","0.0225","53675.36","99134.66","45459.3","2479.77","30","0","Validação documentos"
"745","858","43","2014-10-29 21:51:49+00:00","0.0246","61551.75","89339.63","27787.88","1797.69","76","6","Validação documentos"
"781","103","43","2021-08-17 17:31:09+00:00","0.0214","11453.4","14530.19","3076.79","274.86","105","0","Validação documentos"
"949","560","43","2016-05-04 11:50:24+00:00","0.0121","76701.28","123000.84","46299.56","3573.84","25","1","Validação documentos"
"1088","358","43","2014-03-28 03:47:41+00:00","0.0202","67799.94","112570.98","44771.04","1647.41","89","3","Validação documentos"
"1407","667","43","2010-07-07 02:02:57+00:00","0.0094","66156.24","89567.96","23411.72","1335.25","67","0","Validação documentos"
"1676","924","43","2017-07-26 11:23:19+00:00","0.017","118131.86","192952.64","74820.78","3323.16","55","3","Validação documentos"
"587","266","44","2021-04-01 02:29:52+00:00","0.0137","76609.38","150537.1","73927.72","1770.97","66","1","Validação documentos"
"664","971","44","2013-02-08 15:10:39+00:00","0.0134","18178.53","34721.08","16542.55","306.46","119","0","Validação documentos"
"776","744","44","2022-08-02 22:51:19+00:00","0.0121","63088.85","93017.02","29928.17","1010.86","117","3","Validação documentos"
"1631","784","44","2018-06-03 17:54:50+00:00","0.0178","7629.91","10451.96","2822.05","199.03","65","6","Validação documentos"
"1656","682","44","2020-04-28 10:43:12+00:00","0.0223","11145.28","15777.05","4631.77","11393.82","1","0","Validação documentos"
"1779","245","44","2012-10-02 15:36:26+00:00","0.0238","27959.51","48966.22","21006.71","1208.69","34","1","Validação documentos"
"31","997","45","2018-04-29 07:44:00+00:00","0.0096","112587.57","140514.26","27926.69","1636.95","113","4","Validação documentos"
"257","690","45","2018-10-30 23:58:47+00:00","0.0172","176449.99","240493.02","64043.03","3655.33","104","0","Validação documentos"
"281","723","45","2013-01-10 11:30:48+00:00","0.0102","140906.9","209022.44","68115.54","3920.34","45","2","Validação documentos"
"1018","840","45","2015-08-01 15:02:58+00:00","0.0248","122930.67","175352.43","52421.76","12906.25","11","5","Validação documentos"
"1439","999","45","2019-04-27 09:26:45+00:00","0.023","142746.74","187878.54","45131.8","4012.13","75","4","Validação documentos"
"1773","27","45","2022-09-20 14:53:47+00:00","0.0096","72508.41","112191.98","39683.57","5959.54","13","1","Validação documentos"
"75","504","46","2010-05-22 13:35:02+00:00","0.0107","53891.91","82607.67","28715.76","799.59","120","5","Validação documentos"
"298","475","46","2015-03-28 08:52:15+00:00","0.0128","81338.81","115991.17","34652.36","1782.1","69","4","Validação documentos"
"452","43","46","2022-06-20 23:44:00+00:00","0.0099","19728.66","29913.81","10185.15","1624.83","13","1","Validação documentos"
"1998","657","46","2018-12-06 01:01:28+00:00","0.0166","179835.53","217734.4","37898.87","4007.08","83","4","Validação documentos"
"42","661","47","2011-03-06 06:44:23+00:00","0.0135","68016.9","82315.96","14299.06","2507.85","34","3","Validação documentos"
"192","594","47","2016-06-07 00:12:45+00:00","0.0182","152375.39","249035.39","96660.0","7408.36","26","3","Validação documentos"
"864","378","47","2013-12-16 16:14:48+00:00","0.0158","79873.74","103169.64","23295.9","2709.1","40","3","Validação documentos"
"1083","820","47","2012-09-07 00:10:10+00:00","0.0155","105206.31","194504.44","89298.13","1965.96","115","6","Validação documentos"
"1155","707","47","2011-04-30 01:21:13+00:00","0.0087","15848.66","19948.27","4099.61","218.62","115","5","Validação documentos"
"1478","637","47","2014-01-15 10:08:53+00:00","0.0138","125713.57","172106.2","46392.63","2537.19","84","3","Validação documentos"
"1697","564","47","2022-02-14 03:38:55+00:00","0.0223","55592.06","107539.76","51947.7","1382.27","103","2","Validação documentos"
"1745","424","47","2017-08-27 09:57:32+00:00","0.0234","12940.98","20831.83","7890.85","517.83","38","6","Validação documentos"
"275","332","48","2017-08-07 19:30:22+00:00","0.0166","46387.89","88725.05","42337.16","978.15","94","0","Validação documentos"
"361","265","48","2016-10-29 01:44:48+00:00","0.0189","100862.14","153122.88","52260.74","7363.94","16","3","Validação documentos"
"1223","279","48","2016-07-13 07:46:49+00:00","0.0146","43924.5","59711.93","15787.43","9173.4","5","5","Validação documentos"
"1450","920","48","2014-11-09 01:19:32+00:00","0.014","3656.33","4440.22","783.89","75.75","81","6","Validação documentos"
"350","738","49","2014-03-28 12:35:12+00:00","0.0171","106319.84","210478.52","104158.68","2656.82","68","6","Validação documentos"
"409","467","49","2014-07-11 01:42:45+00:00","0.0096","35554.28","60545.37","24991.09","1454.14","28","2","Validação documentos"
"559","375","49","2022-09-19 03:36:25+00:00","0.0213","103759.69","158635.86","54876.17","3708.34","43","6","Validação documentos"
"927","371","49","2010-10-20 21:02:24+00:00","0.0222","64101.7","81144.26","17042.56","3714.53","22","3","Validação documentos"
"1154","326","49","2014-08-03 01:53:03+00:00","0.0111","166623.72","228895.44","62271.72","2550.52","117","2","Validação documentos"
"1220","917","49","2020-08-03 01:49:36+00:00","0.014","91234.45","180077.48","88843.03","1733.65","96","5","Validação documentos"
"1751","109","49","2015-05-31 07:00:45+00:00","0.018","4285.81","7194.61","2908.8","120.86","57","5","Validação documentos"
"1295","927","50","2022-01-28 10:40:18+00:00","0.0123","157633.95","199276.92","41642.97","2600.14","112","3","Validação documentos"
"1572","950","50","2017-06-10 00:24:36+00:00","0.0124","96023.28","148429.81","52406.53","1559.48","117","5","Validação documentos"
"778","452","51","2015-11-24 05:43:38+00:00","0.0248","107064.71","137822.99","30758.28","4990.4","31","3","Validação documentos"
"1741","295","51","2020-09-07 16:30:31+00:00","0.0083","9775.19","19046.08","9270.89","146.15","98","3","Validação documentos"
"1910","997","51","2013-06-10 13:45:19+00:00","0.0181","18534.02","24177.91","5643.89","768.11","32","0","Validação documentos"
"613","737","52","2016-08-15 18:56:29+00:00","0.0117","154962.5","206269.97","51307.47","2971.11","81","5","Validação documentos"
"898","82","52","2013-06-07 01:07:57+00:00","0.0107","107944.66","186552.83","78608.17","1940.13","85","2","Validação documentos"
"1015","120","52","2015-05-04 11:35:01+00:00","0.0124","75962.67","112835.8","36873.13","3227.74","28","3","Validação documentos"
"279","517","53","2012-01-25 05:11:57+00:00","0.0086","84614.58","162394.06","77779.48","2235.01","46","0","Validação documentos"
"312","942","53","2016-04-13 11:27:07+00:00","0.018","116670.34","178652.68","61982.34","3290.21","57","5","Validação documentos"
"373","548","53","2011-02-17 22:45:36+00:00","0.0222","98283.6","139798.65","41515.05","2401.18","109","4","Validação documentos"
"940","991","53","2013-05-05 08:02:03+00:00","0.0094","30032.33","36866.8","6834.47","575.95","72","5","Validação documentos"
"1320","5","53","2012-12-19 17:27:53+00:00","0.0159","59852.05","79229.78","19377.73","2592.21","29","5","Validação documentos"
"1768","542","53","2012-05-24 00:09:06+00:00","0.0247","102826.16","134778.99","31952.83","6846.14","19","5","Validação documentos"
